Wula_Intro_Spy_UI_End_2.characterName	「军团」,P.I.A
Wula_Intro_Spy_UI_End_2.descriptions	名字？我是乌拉帝国行星封锁机关的中控AI，你们就叫我「军团」吧。
Wula_Intro_Spy_UI_End_2.label	未知通讯
Wula_Intro_Spy_UI_End_2.options.0.label	好的，奖励我们就收下了
WULA_Recycle_PIA_Legion_File_UI_1.characterName	「军团」,P.I.A
WULA_Recycle_PIA_Legion_File_UI_1.descriptions	我现在没时间。

这样吧，你们帮我做一件事，成功之后我就绕过程序给你们批复三级殖民地许可，如何？
WULA_Recycle_PIA_Legion_File_UI_1.label	未知通讯
WULA_Recycle_PIA_Legion_File_UI_1.options.0.disabledReason	我们还在追查保险箱下落，现在还不行
WULA_Recycle_PIA_Legion_File_UI_1.options.0.label	要做什么？
WULA_Recycle_PIA_Legion_File_UI_1.options.1.label	现在不是太合适···
WULA_Recycle_PIA_Legion_File_UI_10.characterName	「军团」,P.I.A
WULA_Recycle_PIA_Legion_File_UI_10.descriptions	不错，虽然已经被切割束烧的变形了，但是最终还是回收成功了。那么，看过这个保险箱的人都死了吗？
WULA_Recycle_PIA_Legion_File_UI_10.label	未知通讯
WULA_Recycle_PIA_Legion_File_UI_10.options.0.label	看过的人已经命丧黄泉了
WULA_Recycle_PIA_Legion_File_UI_10.options.1.label	是的，我们遵守指示将叛军屠杀殆尽（避重就轻）
WULA_Recycle_PIA_Legion_File_UI_11.characterName	「军团」,P.I.A
WULA_Recycle_PIA_Legion_File_UI_11.descriptions	好，看起来你们赶在她们把里面的内容取出来之前就杀了她们，干得不错。

就像我之前承诺的那样，我会给你们的殖民地开一道绿灯，跳过繁琐的审查，将殖民地评级提升到三级，开放行星封锁机关的所有武器和建筑的使用权限。

此外，我也将你们的支援系统重置了，你们可以再次申请之前申请过的支援，并且新的支援也会开放给你们。

帝国荣光永存。
WULA_Recycle_PIA_Legion_File_UI_11.label	未知通讯
WULA_Recycle_PIA_Legion_File_UI_11.options.0.label	帝国荣光永存
WULA_Recycle_PIA_Legion_File_UI_12.characterName	「军团」,P.I.A
WULA_Recycle_PIA_Legion_File_UI_12.descriptions	是吗······

那，就像我之前承诺的那样，我会给你们的殖民地开一道绿灯，跳过繁琐的审查，将殖民地评级提升到三级，开放行星封锁机关的所有武器和建筑的使用权限。

此外，我也将你们的支援系统重置了，你们可以再次申请之前申请过的支援，并且新的支援也会开放给你们。

帝国荣光永存。
WULA_Recycle_PIA_Legion_File_UI_12.label	未知通讯
WULA_Recycle_PIA_Legion_File_UI_12.options.0.label	帝国荣光永存
WULA_Recycle_PIA_Legion_File_UI_2.characterName	「军团」,P.I.A
WULA_Recycle_PIA_Legion_File_UI_2.descriptions	我要你们，在5天内帮我回收一个东西。

一个黑色的保险箱，现在正在一支敌对乌拉帝国叛军手中，里面有关于皇室的很重要的资料，你们必须确保这个保险箱的安全——如果它被打开了，就要杀死在场的所有人。

里面的东西一定不能泄露。
WULA_Recycle_PIA_Legion_File_UI_2.label	未知通讯
WULA_Recycle_PIA_Legion_File_UI_2.options.0.label	叛军？我们可从来没听说过有叛军在这个星球上···
WULA_Recycle_PIA_Legion_File_UI_2.options.1.label	我们准备好了，告诉我们位置吧
WULA_Recycle_PIA_Legion_File_UI_2.options.2.label	现在不是太合适···
WULA_Recycle_PIA_Legion_File_UI_3.characterName	「军团」,P.I.A
WULA_Recycle_PIA_Legion_File_UI_3.descriptions	你们知道进步派吗？这些反贼的存在目前还不是很多人知道。

她们是乌拉帝国内部的分裂势力，正在密谋推翻皇室。现在整个银河系的安全部门都在追查这些人的下落，她们对知识分子和底层的渗透相当严重——这次被夺走的盒子中就有关乎到皇室安全的机密，不能让进步派成功获得里面的内容。
WULA_Recycle_PIA_Legion_File_UI_3.label	未知通讯
WULA_Recycle_PIA_Legion_File_UI_3.options.0.label	明白了···
WULA_Recycle_PIA_Legion_File_UI_5.characterName	保险箱
WULA_Recycle_PIA_Legion_File_UI_5.descriptions	一个通体漆黑的保险箱静静地躺在地上，多层鎏金花雕和显眼的铁十字凤凰证明其曾属于身份显贵之人，信号追踪器则毫无疑问地指向它——这就是那个和皇室相关的保险箱。看起来，进步派的叛军使用编织体的切割束将其锁头破坏了，但是这个切割手法非常的粗糙，导致里面传来阵阵焦香，或许已经不剩什么了。
WULA_Recycle_PIA_Legion_File_UI_5.label	未知通讯
WULA_Recycle_PIA_Legion_File_UI_5.options.0.label	打开看看
WULA_Recycle_PIA_Legion_File_UI_5.options.1.label	收起来
WULA_Recycle_PIA_Legion_File_UI_6.characterName	保险箱
WULA_Recycle_PIA_Legion_File_UI_6.descriptions	里面已经一团乱麻，切割束确实暴力地扫过了整个保险箱内壁，半反射的内壁使得离子束在里面不断撞击，烧毁了绝大部分内容。

在焦炭中，一个银色的人造物在熠熠生辉，似乎是一个经过特别加固的记录仪，记录了某些全息影像。
WULA_Recycle_PIA_Legion_File_UI_6.label	未知通讯
WULA_Recycle_PIA_Legion_File_UI_6.options.0.label	播放内容
WULA_Recycle_PIA_Legion_File_UI_6.options.1.label	当作没看见
WULA_Recycle_PIA_Legion_File_UI_7.characterName	「军团」,P.I.A
WULA_Recycle_PIA_Legion_File_UI_7.descriptions	（投影画面上根本不是什么皇室秘闻，而是你的上司和另一个人的通话）

···我现在抽不开身，行星封锁机关的舰队要在这边对整片星区施加存在压力，以推进这片星区的殖民任务。皇宫那边的事情我听说了，现在国教教会秘不发丧，皇宫区的秩序短时间内应该不会出现大的波澜——如果皇宫区真的突生变化，我会带着舰队回去增援的。

你们在搞的小把戏我已经知道了，你们想把皇家机械行会踢出局再顺手给她们扣顶高帽，但是现在皇家机械行会立场不明，最好不要轻举妄动。

就这样了，乌拉帝国现在正处于暴风雨前的宁静，希望我们都还能在彼端相见。
WULA_Recycle_PIA_Legion_File_UI_7.label	未知通讯
WULA_Recycle_PIA_Legion_File_UI_7.options.0.label	关闭
Wula_UI_Legion_31.options.0.optionEffects.0.effects.2.message	P.I.A的紧急资金已经空投（3000银）
Wula_UI_Legion_31A.options.0.optionEffects.0.effects.3.message	P.I.A的紧急物资已经空投（30零部件4高级零部件）
Wula_UI_Legion_31B.options.0.optionEffects.0.effects.4.message	P.I.A的紧急物资已经空投（200玻璃钢100黄金100铀）
Wula_UI_Legion_32.options.0.optionEffects.0.effects.0.letterLabel	机械乌拉加入殖民地
Wula_UI_Legion_32.options.0.optionEffects.0.effects.0.letterText	一台乌拉帝国合成人受命加入了殖民地。
WULA_Vacation_Quest_UI_1.characterName	「军团」,P.I.A
WULA_Vacation_Quest_UI_1.descriptions	哎，感觉老是在舰队上有点烦闷，想下地走走。你们殖民地附近有海吗？我想去放个假。
WULA_Vacation_Quest_UI_1.label	未知通讯
WULA_Vacation_Quest_UI_1.options.0.disabledReason	好感度不足，你至少要成为行星封锁机关的盟友才能接下此任务
WULA_Vacation_Quest_UI_1.options.0.label	当然！
WULA_Vacation_Quest_UI_1.options.1.label	等我们搬到海边再说吧···
